Array Size,CPU (s),Na‹ve (s),Work Efficient (s),Shared Memory (s),Thrust (s)
1048573,4.7174,14.592,14.8244,14.1138,15.0784
2097149,9.0674,29.7841,29.5506,27.479,27.9224
4194301,18.9104,57.5826,55.4783,55.2847,53.9771
8388605,36.6148,113.509,110.221,106.199,105.351
16777213,76.2768,229.236,217.523,211.465,208.944
33554429,149.027,463.402,443.219,423.423,420.749
67108861,297.659,931.504,875.979,852.551,837.507
13,0.0001,0.697344,0.850944,0.84992,0.934912
29,0.0003,0.590848,0.681984,0.87552,0.856064
61,0.0002,0.704512,0.642048,0.90624,1.05472
125,0.0001,0.602112,0.79872,0.871424,0.826368
253,0.0001,0.520192,0.622592,0.607232,0.559104
509,0.0003,0.5376,0.65024,1.02912,0.520192
1021,0.0004,0.62464,0.610304,0.611328,0.76288
2045,0.0008,0.613376,0.812032,0.772096,0.759808
4093,0.0016,0.589824,0.925696,0.800768,0.772096
8189,0.0032,0.618496,0.973824,0.904192,1.024
16381,0.0063,0.75264,1.14483,0.969728,0.969728
32765,0.0153,0.963584,1.31584,1.14176,1.4295
65533,0.0335,1.67014,1.67219,1.49914,1.57082
131069,0.6453,2.29171,2.5856,2.62451,3.5328
262141,1.2087,4.25574,4.48205,4.52403,4.92851
524285,2.4065,7.85101,8.85453,8.37325,8.97331
1048573,4.9552,15.0845,15.6129,14.4466,14.6217
2097149,9.4064,29.2977,28.0003,28.4058,28.116
4194301,23.6748,58.2646,57.131,54.4051,54.0334
8388605,39.1522,112.825,110.527,105.67,105.427
16777213,75.7682,228.394,221.447,210.637,211.549
33554429,148.881,460.204,435.445,423.493,419.017
67108861,291.446,931.621,892.278,853.4,845.511
13,0.0001,0.72704,0.845824,0.904192,0.887808
29,0.0002,1.08442,0.741376,0.785408,0.67584
61,0.0001,0.546816,0.766976,0.802816,0.781312
125,0.0001,0.658432,0.76288,0.884736,0.77824
253,0.0001,0.524288,0.782336,1.64557,0.749568
509,0.0002,0.524288,0.861184,0.751616,0.720896
1021,0.0004,0.55296,0.806912,0.790528,0.766976
2045,0.0008,0.57856,0.877568,0.7936,0.768
4093,0.0016,0.617472,0.886784,0.817152,0.796672
8189,0.0033,0.64512,1.07418,0.872448,0.87552
16381,0.0201,0.89088,1.07418,1.18886,0.95744
32765,0.0155,1.11104,1.61792,1.11002,1.152
65533,0.0362,1.52883,1.70496,1.75309,1.54829
131069,0.6521,2.39411,3.16314,2.64704,3.41914
262141,1.1728,4.12262,4.07962,4.44211,5.00019
524285,2.3535,7.74554,7.41581,7.82746,8.0855
1048573,5.5475,14.3596,14.2612,15.1593,15.1204
2097149,8.8726,29.4216,29.353,28.0463,27.4135
4194301,17.9365,57.898,55.4988,54.8782,53.9535
8388605,38.8484,114.062,111.614,104.812,105.599
16777213,71.9145,228.25,217.807,210.727,210.017
33554429,150.072,461.54,443.538,424.472,419.944
67108861,296.218,927.727,880.821,847.562,842.065
13,0,0.749568,0.761856,0.80384,0.777216
29,0.0001,0.484352,0.714752,0.877568,0.827392
61,0.0003,0.888832,0.743424,0.806912,0.753664
125,0.0001,0.560128,0.770048,0.781312,0.950272
253,0.0002,0.740352,0.780288,0.775168,0.708608
509,0.0002,0.56832,0.816128,0.784384,0.791552
1021,0.0004,0.55296,0.820224,1.00557,0.750592
2045,0.0008,0.72192,0.83456,0.65536,0.944128
4093,0.0016,0.60928,0.976896,0.852992,1.09978
8189,0.0032,0.766976,0.971776,0.87552,0.86016
16381,0.02,0.893952,1.10797,1.00045,1.11002
32765,0.0155,1.79814,1.27795,1.1305,1.47354
65533,0.0369,1.59027,1.70906,1.50938,1.5401
131069,0.5831,2.27738,2.88973,2.83341,3.61165
262141,1.1945,4.24448,4.09088,4.75443,4.91213
524285,2.3547,7.71379,7.60525,7.45779,7.92166
1048573,4.9282,14.8101,15.5003,13.8455,14.7343
2097149,9.3668,29.1779,27.9368,28.4129,27.7883
4194301,20.9209,57.4679,56.917,52.9265,55.167
8388605,35.9234,115.072,110.526,106.379,107.418
16777213,75.8582,227.812,221.332,212.22,210.399
33554429,147.612,461.926,434.32,422.05,421.254
67108861,298.292,932.765,885.975,849.745,845.573
13,0.0001,0.49152,0.776192,0.859136,0.960512
29,0.0001,0.546816,0.565248,0.723968,0.743424
61,0.0002,0.586752,0.82432,0.861184,0.835584
125,0.0004,0.507904,1.1305,0.841728,0.836608
253,0.0002,0.493568,0.627712,0.692224,0.571392
509,0.0003,0.495616,0.64512,0.62464,0.886784
1021,0.0004,0.84992,0.799744,0.816128,0.908288
2045,0.0009,0.59904,0.871424,0.787456,1.56877
4093,0.0016,0.610304,0.910336,0.805888,0.812032
8189,0.0031,0.816128,1.03014,0.842752,0.847872
16381,0.0066,0.817152,1.4377,1.00966,0.932864
32765,0.0153,1.03219,1.31584,1.15302,1.13254
65533,0.0379,1.38035,1.87085,1.49709,1.57594
131069,0.585,2.25178,2.5047,2.45862,3.00237
262141,1.1742,4.18099,4.03149,4.29568,5.09645
524285,2.3563,7.92883,7.78752,7.75782,8.36198
1048573,5.1062,15.2054,15.0518,13.8977,14.6002
2097149,11.4257,29.0202,28.7939,28.0965,27.3818
4194301,19.3992,58.668,56.1152,53.9873,53.9177
8388605,35.9072,113.866,110.65,106.493,105.77
16777213,77.1401,228.991,217.261,211.189,210.322
33554429,148.632,460.278,439.962,423.127,420.028
67108861,303.606,929.366,880.861,848.665,840.905
13,0.0001,0.618496,0.91136,1.30765,0.897024
29,0.0001,0.489472,0.883712,0.927744,0.888832
61,0.0001,0.503808,0.780288,0.777216,0.748544
125,0.0001,0.633856,0.736256,0.735232,0.649216
253,0.0002,0.526336,0.833536,0.795648,0.843776
509,0.0005,0.60416,0.812032,0.6912,0.657408
1021,0.0004,0.54784,0.77824,0.795648,0.718848
2045,0.0009,0.891904,0.861184,0.797696,0.817152
4093,0.0015,0.56832,0.951296,0.83968,0.830464
8189,0.0032,0.617472,0.992256,0.884736,0.840704
16381,0.0066,0.772096,1.17658,0.884736,0.923648
32765,0.0178,1.12845,1.24314,1.10592,1.1305
65533,0.0385,1.4807,2.048,1.59027,1.51142
131069,0.5826,2.30496,2.92557,3.03514,3.26861
262141,1.1765,4.23424,4.03558,5.42106,4.91315
524285,2.9831,8.18893,7.89606,7.66157,7.90016
1048573,4.8757,15.1398,14.5848,14.4415,15.8423
2097149,10.2129,30.6678,28.0218,27.7821,27.5855
4194301,18.413,58.8749,55.8111,53.802,55.0738
8388605,37.6049,113.481,109.989,105.62,107.672
16777213,71.7638,228.425,221.847,213.186,208.085
33554429,147.259,462.82,434.949,423.151,422.446
67108861,294.05,927.218,892.56,850.085,844.892
13,0.0001,0.569344,0.831488,0.817152,0.815104
29,0.0001,0.598016,0.9728,0.698368,0.641024
61,0.0002,0.516096,0.804864,0.754688,0.74752
125,0.0001,0.603136,0.753664,0.6912,0.712704
253,0.0002,0.525312,0.780288,0.825344,1.04653
509,0.0002,0.5376,0.792576,0.89088,0.75264
1021,0.0004,0.52224,1.32915,0.822272,0.796672
2045,0.0009,0.643072,0.932864,0.817152,0.78848
4093,0.003,0.658432,0.954368,0.812032,0.82944
8189,0.0036,0.622592,1.33939,0.846848,0.656384
16381,0.0067,0.812032,1.11206,0.904192,0.973824
32765,0.016,0.954368,1.5616,1.13869,1.11411
65533,0.0349,1.45203,1.69779,1.52474,1.47661
131069,0.5828,2.57946,2.49037,3.05869,3.14061
262141,1.1685,4.6592,4.10624,4.54349,5.2777
524285,2.3418,8.08038,7.61446,8.06912,8.14285
1048573,4.4649,15.1265,14.1332,14.6278,15.6232
2097149,9.3728,29.9715,29.7882,28.5962,27.561
4194301,18.0806,57.2303,55.3544,54.9222,53.0616
8388605,36.3844,114.55,110.213,105.43,105.295
16777213,74.7758,226.729,216.432,211.912,210.385
33554429,150.42,462.283,443.094,423.929,422.527
67108861,296.454,929.295,875.18,849.746,840.763
13,0.0001,0.52736,0.900096,1.73568,0.886784
29,0.0001,0.488448,0.871424,0.842752,0.82432
61,0.0002,0.468992,0.586752,0.600064,0.562176
125,0.0001,0.516096,0.603136,0.872448,0.571392
253,0.0001,0.802816,0.61952,0.75264,0.57856
509,0.0003,0.502784,0.637952,0.7424,1.05574
1021,0.0005,0.530432,0.678912,0.792576,0.766976
2045,0.0008,0.550912,0.859136,0.822272,0.735232
4093,0.0016,0.786432,0.873472,0.805888,0.831488
8189,0.0031,0.616448,1.00352,1.05574,0.883712
16381,0.0065,0.91136,1.05779,0.877568,0.94208
32765,0.0202,1.03117,1.84627,1.12333,1.11002
65533,0.0364,1.40902,1.7111,1.54624,1.55034
131069,0.5827,2.42995,2.5385,2.89178,4.01203
262141,1.1755,4.73498,4.16256,4.41651,5.13126
524285,2.4086,8.38349,7.98925,7.77114,8.61389
1048573,6.0706,14.6688,15.3528,14.6371,15.2156
2097149,8.955,30.0739,28.4836,28.1119,28.0003
4194301,17.9014,57.8755,55.6227,54.3334,53.8819
8388605,37.4805,114.115,110.67,106.27,105.486
16777213,73.5183,228.94,221.346,209.037,209.325
33554429,147.04,461.422,434.368,425.072,421.074
67108861,294.087,931.345,893.389,847.868,846.013
13,0.0001,0.751616,0.795648,0.917504,0.886784
29,0.0002,0.43008,0.740352,1.22778,0.769024
61,0.0001,0.539648,0.610304,0.777216,0.630784
125,0.0002,0.513024,0.779264,0.759808,0.75264
253,0.0001,0.684032,0.674816,0.772096,0.902144
509,0.0003,0.569344,0.630784,0.488448,0.708608
1021,0.0004,0.6912,0.913408,0.823296,0.76288
2045,0.0009,0.540672,0.89088,0.8192,0.79872
4093,0.0017,0.569344,0.948224,0.82944,0.838656
8189,0.0035,0.841728,0.934912,0.73728,0.70144
16381,0.0069,0.72192,1.0496,0.991232,1.00045
32765,0.0154,1.18374,1.3783,1.11206,1.11002
65533,0.0364,1.4592,1.93434,1.45306,1.51757
131069,0.5855,2.49139,2.49446,3.10374,3.14163
262141,1.1743,4.38989,4.51584,4.21581,5.33299
524285,2.4222,7.87149,7.57862,7.94931,8.2985
1048573,4.9768,14.7538,14.4374,14.7876,15.1316
2097149,8.9551,29.0417,28.7877,28.4252,27.0766
4194301,19.3084,58.7203,55.3288,53.0022,54.657
8388605,41.0595,113.532,109.674,106.462,104.89
16777213,77.2634,227.973,216.997,209.434,209.914
33554429,145.985,460.808,440.049,423.541,420.883
67108861,293.492,929.49,877.888,852.864,844.07
13,0,0.699392,0.775168,0.914432,1.24006
29,0.0001,0.49152,0.774144,0.758784,0.75264
61,0.0001,0.694272,0.710656,0.764928,0.768
125,0.0001,0.498688,0.769024,0.833536,0.766976
253,0.0002,0.78336,0.86528,0.795648,0.823296
509,0.0002,0.67072,0.871424,0.710656,0.758784
1021,0.0008,0.68608,0.818176,0.858112,0.792576
2045,0.0008,0.694272,0.963584,0.77824,0.718848
4093,0.0017,0.643072,0.937984,0.831488,0.833536
8189,0.003,1.03424,0.954368,0.88064,0.879616
16381,0.0065,0.91648,1.10694,0.9984,0.986112
32765,0.0151,0.949248,1.26362,1.2841,1.16736
65533,0.0384,1.50528,1.73466,1.52678,1.54931
131069,0.5841,2.36544,2.43917,3.06074,3.05459
262141,1.2114,4.2967,4.13184,4.86912,4.76774
524285,2.3896,8.69376,7.59194,7.90426,8.70912
1048573,5.7609,14.9565,14.6473,14.5551,14.9494
2097149,9.1526,29.5721,28.63,27.605,28.5286
4194301,20.5879,58.1089,56.834,53.076,54.0498
8388605,37.2052,114.801,109.651,105.907,106.785
16777213,76.4326,226.686,220.072,211.723,211.202
33554429,151.869,460.491,433.81,424.157,419.525
67108861,296.938,930.984,890.211,854.324,841.826
13,0,0.653312,0.833536,0.779264,0.755712
29,0.0001,0.685056,0.812032,0.776192,0.83968
61,0.0002,0.551936,0.81408,0.692224,0.649216
125,0.0001,0.792576,0.766976,0.730112,0.871424
253,0.0002,0.676864,0.771072,0.907264,0.730112
509,0.0003,0.531456,0.792576,0.764928,0.712704
1021,0.0004,0.543744,0.815104,0.8192,0.763904
2045,0.0009,0.5376,0.904192,0.822272,0.790528
4093,0.0016,0.56832,0.871424,0.800768,0.806912
8189,0.003,0.971776,1.07622,0.910336,0.950272
16381,0.014,0.940032,1.11718,1.0025,0.968704
32765,0.0152,1.11923,1.25747,1.11309,1.13357
65533,0.0358,1.34861,1.69062,1.96608,1.51142
131069,0.6336,2.28454,3.00339,2.69005,3.56045
262141,2.1274,4.33459,4.04378,5.10874,4.96947
524285,2.4086,7.77011,7.53664,8.26266,8.06502
1048573,4.4342,14.7834,14.6688,15.1316,15.1767
2097149,10.0017,29.0898,28.7468,28.5911,28.3156
4194301,18.1063,58.453,55.253,53.5378,53.0432
8388605,37.7393,113.434,109.784,105.497,103.871
16777213,72.0313,229.883,217.574,210.73,209.86
33554429,149.236,461.593,442.998,421.631,420.618
67108861,291.754,928.529,879.638,853.861,840.729
13,0.0001,0.759808,0.869376,0.913408,0.887808
29,0.0001,0.490496,0.9728,0.941056,0.868352
61,0.0001,0.50176,0.781312,0.55296,0.766976
125,0.0001,0.503808,0.621568,0.606208,0.592896
253,0.0001,0.55296,1.53805,0.804864,0.735232
509,0.0003,0.526336,0.864256,0.789504,0.768
1021,0.0005,0.55808,1.29434,0.800768,0.781312
2045,0.0009,0.579584,0.876544,0.807936,1.64659
4093,0.0015,0.83456,1.40493,0.79872,0.9984
8189,0.0032,0.795648,1.08032,0.833536,0.832512
16381,0.0068,0.785408,1.0793,0.94208,0.950272
32765,0.0163,1.04038,1.21242,1.1561,1.46842
65533,0.0382,2.31117,1.70496,1.44794,1.51757
131069,0.6076,2.40845,2.65011,2.69722,4.3991
262141,1.4863,4.38374,4.64896,4.3776,5.02272
524285,2.3433,7.67898,8.96614,7.49363,8.4009
1048573,4.4488,15.0651,15.5535,14.1056,14.7354
2097149,10.682,29.3898,28.4058,28.8246,28.2255
4194301,17.9576,58.6025,56.0466,53.9546,53.7774
8388605,39.551,114.227,108.193,105.818,105.915
16777213,74.1022,228.031,221.565,210.546,210.361
33554429,145.083,462.332,433.627,424.119,423.246
67108861,292.268,928.171,893.919,850.029,840.258
13,0.0001,0.765952,0.871424,0.955392,0.85504
29,0.0001,0.468992,0.818176,0.905216,1.2759
61,0.0001,0.502784,0.836608,0.776192,0.741376
125,0.0001,0.674816,0.864256,0.76288,0.736256
253,0.0001,1.26874,0.73728,0.75776,0.728064
509,0.0003,0.502784,0.83456,0.777216,0.81408
1021,0.0005,0.731136,0.760832,0.821248,0.806912
2045,0.0009,0.688128,0.892928,0.786432,2.11558
4093,0.0017,0.567296,0.927744,0.833536,0.877568
8189,0.0031,0.805888,1.50835,0.884736,0.88064
16381,0.0285,0.896,1.08134,0.908288,0.927744
32765,0.0162,1.08032,1.18989,1.09773,1.36192
65533,0.0374,1.36806,1.69472,1.50426,1.52064
131069,0.6024,2.34086,2.54771,2.52416,3.06381
262141,1.1694,4.23424,4.00486,4.72166,4.95923
524285,2.4355,7.51309,7.47315,7.60525,8.21862
1048573,4.7188,15.2648,14.4251,14.6616,14.9955
2097149,9.2914,29.4881,28.9034,27.2916,27.8876
4194301,20.8158,56.8556,55.4004,53.7774,54.017
8388605,40.5205,113.402,110.047,105.868,106.061
16777213,77.97,228.608,217.192,211.915,210.685
33554429,148.139,463.451,442.158,423.128,420.303
67108861,297.447,928.133,879.18,849.39,841.351
13,0.0001,0.69632,0.961536,0.935936,0.8704
29,0,0.70656,1.11514,1.06803,0.882688
61,0.0001,0.513024,0.894976,0.89088,0.7168
125,0.0002,0.499712,0.816128,0.743424,0.794624
253,0.0002,0.577536,0.780288,0.75776,0.714752
509,0.0003,0.538624,0.800768,0.754688,0.72192
1021,0.0004,0.523264,0.6912,0.891904,0.879616
2045,0.0008,0.749568,0.9216,1.23494,0.76288
4093,0.0016,0.73728,0.935936,1.26464,0.806912
8189,0.0033,0.674816,1.27283,0.847872,0.811008
16381,0.0064,0.779264,1.08442,0.945152,0.892928
32765,0.0155,1.30867,1.27898,1.15302,1.15814
65533,0.0379,1.90362,1.60666,1.48173,1.4377
131069,0.5856,2.24768,2.79654,2.48934,4.18611
262141,1.1732,4.26496,4.22707,4.45542,5.27565
524285,2.2316,7.93395,7.7609,8.03123,8.59546
1048573,5.161,14.9473,15.2054,14.5121,14.9535
2097149,10.2822,29.9704,28.3689,28.1088,27.6756
4194301,19.0671,56.9836,56.0271,53.8061,52.4861
8388605,36.2371,113.179,111.054,105.869,104.661
16777213,73.5004,228.613,221.42,210.52,210.464
33554429,147.422,461.392,434.051,420.702,418.691
67108861,297.479,929.435,892.785,850.727,846.219
13,0.0001,0.627712,0.898048,0.909312,0.866304
29,0.0001,0.959488,0.702464,0.873472,0.902144
61,0.0001,0.72192,1.08339,0.678912,0.873472
125,0.0001,0.590848,0.715776,0.775168,0.662528
253,0.0002,0.524288,0.75776,0.937984,0.687072
509,0.0003,0.64512,0.748544,0.765952,0.741376
1021,0.0004,0.62464,0.663552,0.765952,0.79872
2045,0.0008,0.713728,0.896,0.811008,0.801792
4093,0.0016,0.741376,1.19808,0.800768,0.779264
8189,0.0031,0.65024,0.826368,0.898048,1.00454
16381,0.0067,0.749568,1.75206,0.830464,0.935936
32765,0.016,1.12435,1.26464,1.11616,1.28205
65533,0.0375,1.6128,1.72544,1.5319,1.55443
131069,0.5853,2.40538,2.56717,2.6921,3.11296
262141,2.1083,4.28954,4.11034,4.98893,4.66739
524285,2.3417,7.66157,7.6544,8.03942,8.00051
1048573,4.5224,14.8572,14.4241,15.2474,15.1695
2097149,8.9966,29.8701,29.2485,27.8405,28.4109
4194301,18.1473,58.0977,55.339,53.9976,53.8573
8388605,39.1526,114.253,110.482,107.149,105.735
16777213,72.8389,229.012,217.37,213.016,210.917
33554429,153.168,460.017,443.329,423.164,422.288
67108861,301.462,931.065,878.429,851.662,842.564
13,0.0001,0.5888,0.766976,0.96768,0.77312
29,0.0002,0.750592,0.884736,0.908288,0.883712
61,0.0001,0.627712,0.799744,0.90112,0.755712
125,0.0001,0.518144,0.723968,0.736256,0.708608
253,0.0002,0.674816,0.954368,0.790528,0.734208
509,0.0002,0.657408,0.807936,0.760832,0.768
1021,0.0004,0.526336,0.850944,1.08646,0.795648
2045,0.0009,0.785408,0.914432,0.763904,0.980992
4093,0.0016,0.84992,0.939008,0.841728,0.764928
8189,0.0031,1.46432,0.950272,0.835584,1.00352
16381,0.0064,0.90624,1.05677,1.01376,0.950272
32765,0.0154,0.954368,1.28307,1.17453,1.16941
65533,0.0381,1.57901,1.87597,1.66093,1.52371
131069,0.5847,2.36749,2.57638,2.65011,3.07712
262141,1.1751,4.34688,4.45542,4.56192,5.0729
524285,2.3429,7.65747,7.52435,7.63392,8.45722
1048573,4.6835,14.8091,14.4845,15.0446,15.66
2097149,9.0455,29.5772,28.5768,27.7371,27.5026
4194301,17.9116,57.9441,56.4818,53.5501,53.5921
8388605,35.9844,113.549,110.186,106.899,107.296
16777213,72.1011,229.464,221.373,211.923,209.711
33554429,148.519,461.668,432.344,424.321,420.933
67108861,290.084,932.681,890.471,853.352,844.678
13,0,0.620544,0.702464,0.840704,0.813056
29,0,1.536,0.859136,0.832512,0.705536
61,0.0001,0.67584,0.820224,0.73216,0.953344
125,0.0002,0.652288,0.741376,0.731136,0.726016
253,0.0002,0.649216,0.760832,0.746496,0.77312
509,0.0002,0.5632,0.750592,0.68096,0.759808
1021,0.0004,0.524288,0.856064,0.837632,0.75776
2045,0.0008,0.7424,0.726016,0.766976,0.985088
4093,0.0038,0.781312,0.919552,0.802816,0.812032
8189,0.003,0.656384,1.0752,0.830464,0.77312
16381,0.0064,1.08749,1.0711,1.05267,1.0025
32765,0.0148,1.03322,1.31277,1.40493,1.29638
65533,0.0538,1.89747,1.8473,1.52166,1.46227
131069,0.5858,2.70234,2.42381,2.78118,3.00237
262141,1.1735,4.5312,4.18816,4.44723,4.8128
524285,2.341,7.89606,7.69946,7.96058,8.6825
1048573,4.5781,15.0221,14.0687,14.5234,14.9699
2097149,8.9992,29.0847,29.4922,27.2108,28.2696
4194301,19.8852,57.3481,55.1782,54.9437,53.2367
8388605,36.3374,115.212,110.107,105.657,106.777
16777213,75.3591,229.339,215.78,210.878,209.505
33554429,149.317,461.227,442.198,423.879,421.308
67108861,296.37,928.124,881.337,851.592,841.389
13,0,0.601056,0.723968,0.920576,0.787456
29,0.0001,0.495616,0.72704,0.726016,1.46432
61,0.0001,0.582656,0.712704,0.786432,0.730112
125,0.0001,0.545792,0.763904,0.766976,1.47354
253,0.0002,0.562176,0.809984,0.914432,0.801792
509,0.0002,0.657408,0.67072,0.78336,0.70144
1021,0.0004,0.616448,0.699392,0.82432,0.807936
2045,0.0009,0.536576,0.894976,0.854016,0.806912
4093,0.0016,0.58368,0.93696,0.848896,0.831488
8189,0.0032,0.662528,0.933888,0.864256,0.784384
16381,0.0067,0.746496,1.04858,1.16326,0.954368
32765,0.0171,1.16838,1.46534,1.11411,1.05267
65533,0.0362,1.57286,1.68141,1.73978,1.61997
131069,0.5859,2.34496,2.46682,3.04435,2.76992
262141,1.2788,4.19226,4.20352,4.49024,5.06982
524285,2.343,7.54995,7.9913,8.02918,8.25446
1048573,4.7954,14.5551,15.0405,14.5111,14.4486
2097149,9.7326,28.887,29.0642,27.5948,27.35
4194301,19.1181,56.4449,56.961,53.502,54.3171
8388605,39.5526,113.699,110.626,106.63,106.171
16777213,81.5076,228.503,221.406,211.15,210.016
33554429,144.856,461.795,434.377,422.618,421.1
67108861,294.702,927.491,892.793,841.29,844.946
13,0,0.5376,0.863232,0.772096,0.806912
29,0.0001,0.612352,0.743424,0.801792,0.771072
61,0.0001,0.495616,0.703488,0.93696,0.579584
125,0.0002,0.556032,1.0025,0.768,0.745472
253,0.0001,0.776192,1.59232,0.92672,0.823296
509,0.0005,0.526336,0.724992,0.776192,1.06394
1021,0.0005,0.555008,0.759808,0.72704,0.690176
2045,0.0015,0.57744,0.848896,0.8192,0.81408
4093,0.0017,0.570368,0.94208,0.796672,0.996352
8189,0.004,0.611328,1.06598,0.817152,0.811008
16381,0.0072,0.744448,1.1008,1.10182,0.978944
32765,0.0167,1.2073,1.42029,1.17248,1.13459
65533,0.038,1.58208,1.664,1.60973,1.62509
131069,0.585,2.29274,2.7433,2.60198,3.40275
262141,1.1742,4.24755,4.9193,4.18509,4.92954
524285,2.3428,7.73939,7.40861,7.60627,8.42138
1048573,4.683,15.1316,14.5388,14.9996,14.5162
2097149,9.7541,29.782,28.7345,28.6106,27.8958
4194301,19.8491,57.346,55.7599,53.5071,54.6519
8388605,39.2976,114.382,109.596,107.076,105.141
16777213,74.0813,227.707,218.213,210.762,210.025
33554429,144.474,460.469,441.823,423.779,421.966
67108861,293.093,933.366,879.23,853.139,842.764
13,0.0001,0.608256,0.712704,0.759808,0.949248
29,0,0.600064,0.67072,0.77312,0.82432
61,0.0001,0.661504,0.807936,0.733184,0.666624
125,0.0001,0.509952,0.91648,0.744448,0.730112
253,0.0134,0.605184,1.72749,0.75264,0.73728
509,0.0002,0.52736,0.832512,0.751616,0.7424
1021,0.0004,0.567296,0.823296,0.820224,0.708608
2045,0.0008,0.530432,0.825344,0.760832,0.806912
4093,0.0017,0.571392,0.903168,0.809984,0.832512
8189,0.0031,0.618496,0.992256,1.01478,0.821248
16381,0.0064,0.944128,1.07008,0.93696,0.877568
32765,0.0152,1.15814,1.26566,1.04858,1.02502
65533,0.0371,1.61075,1.72954,1.51347,1.46739
131069,0.5853,2.44224,2.97779,2.47808,3.712
262141,1.3689,4.10522,4.22707,4.41549,4.84352
524285,3.3248,7.7824,7.57862,7.70458,8.44698
1048573,5.7154,15.7215,14.6483,14.3913,14.4261
2097149,9.6264,29.8639,28.5635,27.5261,27.5272
4194301,20.7656,57.9994,56.4326,53.931,53.5398
8388605,35.8346,115.77,109.693,106.702,106.671
16777213,76.4517,227.845,220.661,212.43,210.254
33554429,156.82,460.719,434.512,423.589,420.636
67108861,295.967,928.693,893.033,850.981,844.804
13,0.0001,0.4608,0.8192,0.714752,0.67072
29,0.0001,0.559104,0.615424,0.690176,0.666624
61,0.0001,0.528384,0.796672,0.749568,0.676864
125,0.0001,0.749568,0.820224,0.774144,0.763904
253,0.0002,0.60416,0.6912,0.744448,0.692224
509,0.0003,0.579584,0.751616,0.776192,0.763904
1021,0.0005,0.705536,0.818176,0.836608,0.746496
2045,0.0008,0.545792,0.90624,0.77312,1.36806
4093,0.0016,0.763904,0.934912,0.823296,0.904192
8189,0.0031,0.61952,1.11104,0.950272,1.04141
16381,0.0066,0.751616,1.07622,1.1264,0.951296
32765,0.0152,1.45818,1.34861,1.3353,1.21037
65533,0.0357,1.42131,1.73158,1.59027,1.54522
131069,0.5866,2.32141,2.54874,2.65523,3.08736
262141,1.3177,4.26701,4.05606,4.31514,4.83328
524285,2.3803,7.71072,8.11725,8.26573,8.49818
1048573,4.7578,15.5064,14.8234,14.6319,14.3708
2097149,9.3227,29.738,29.5752,27.7955,27.903
4194301,17.9135,58.0577,56.5709,53.2777,53.2521
8388605,35.8754,113.788,110.323,104.891,104.8
16777213,79.9902,227.26,217.662,212.389,210.491
33554429,149.628,462.174,441.535,423.357,421.385
67108861,295.898,929.168,879.397,848.54,847.14
13,0.0001,0.5888,0.699392,0.692224,0.715776
29,0.0001,0.519168,0.744448,0.771072,0.669696
61,0.0002,0.52736,0.5888,0.654336,0.562176
125,0.0001,0.55808,0.768,0.570368,0.613376
253,0.0001,0.523264,0.626688,0.560128,0.5376
509,0.0003,0.525312,0.598016,0.565248,0.529408
1021,0.0004,0.564224,0.923648,0.8704,0.688128
2045,0.0008,0.605184,0.900096,0.790528,0.669696
4093,0.0016,1.09978,1.23904,0.841728,0.794624
8189,0.003,0.618496,1.02605,0.8448,0.871424
16381,0.0064,0.945152,1.2247,0.918528,0.994304
32765,0.0151,1.10182,1.27386,1.14893,1.21242
65533,0.0365,1.54931,1.73158,1.52474,1.62406
131069,0.6044,2.29171,2.5303,2.64806,3.16928
262141,1.234,4.49434,4.04787,4.73498,5.3289
524285,2.8015,8.00768,7.95238,7.97901,8.57395
1048573,4.5889,15.1972,14.678,14.3503,15.2259
2097149,9.5066,29.2024,28.5686,27.137,28.6812
4194301,19.6677,57.5631,56.2555,54.2095,53.3053
8388605,39.9189,114.145,109.257,105.918,104.878
16777213,74.0299,228.308,221.842,210.223,210.339
33554429,147.629,460.887,435.652,424.081,420.457
67108861,290.719,933.396,892.83,851.127,843.655
13,0,0.638976,0.754688,0.766976,0.787456
29,0.0001,0.68096,0.838656,0.828416,0.671744
61,0.0001,0.73216,0.80384,0.792576,0.801792
125,0.0003,0.500736,0.817152,0.739328,0.685056
253,0.0001,0.528384,0.780288,0.708608,0.672768
509,0.0003,1.06701,0.722944,0.6912,0.65536
1021,0.0004,0.55296,1.01069,0.823296,0.805888
2045,0.0008,0.779264,0.83968,0.761856,0.70144
4093,0.002,0.74752,0.879616,0.979968,0.835584
8189,0.0034,0.618496,0.9728,0.884736,0.82944
16381,0.0067,0.749568,1.10592,1.11923,0.976896
32765,0.0159,0.954368,1.25747,1.21037,1.152
65533,0.0379,1.35782,1.72442,1.65376,1.50835
131069,0.6554,2.3337,2.9737,2.95834,3.34131
262141,1.2969,4.36122,4.36019,4.69504,4.76467
524285,2.3554,7.7609,7.48544,7.04922,8.0128
1048573,4.685,14.8296,14.9391,14.1629,14.6719
2097149,10.4502,29.4052,28.9004,27.008,27.2138
4194301,17.9514,57.3911,55.3103,53.9228,54.2136
8388605,36.5196,113.168,110.201,106.865,105.036
16777213,71.8953,226.294,216.78,211.523,212.424
33554429,148.084,460.091,442.08,423.313,421.217
67108861,297.5,921.294,877.513,841.837,845.645
13,0.0001,0.530432,0.850944,0.774144,0.681984
29,0.0001,0.482304,0.801792,0.689152,0.695296
